Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_encoded,Air temperature [K]_rmean_5,Air temperature [K]_rstd_5,Air temperature [K]_rmax_5,Air temperature [K]_rmin_5,Air temperature [K]_rmean_10,Air temperature [K]_rstd_10,Air temperature [K]_rmax_10,Air temperature [K]_rmin_10,Air temperature [K]_rmean_20,Air temperature [K]_rstd_20,Air temperature [K]_rmax_20,Air temperature [K]_rmin_20,Process temperature [K]_rmean_5,Process temperature [K]_rstd_5,Process temperature [K]_rmax_5,Process temperature [K]_rmin_5,Process temperature [K]_rmean_10,Process temperature [K]_rstd_10,Process temperature [K]_rmax_10,Process temperature [K]_rmin_10,Process temperature [K]_rmean_20,Process temperature [K]_rstd_20,Process temperature [K]_rmax_20,Process temperature [K]_rmin_20,Rotational speed [rpm]_rmean_5,Rotational speed [rpm]_rstd_5,Rotational speed [rpm]_rmax_5,Rotational speed [rpm]_rmin_5,Rotational speed [rpm]_rmean_10,Rotational speed [rpm]_rstd_10,Rotational speed [rpm]_rmax_10,Rotational speed [rpm]_rmin_10,Rotational speed [rpm]_rmean_20,Rotational speed [rpm]_rstd_20,Rotational speed [rpm]_rmax_20,Rotational speed [rpm]_rmin_20,Torque [Nm]_rmean_5,Torque [Nm]_rstd_5,Torque [Nm]_rmax_5,Torque [Nm]_rmin_5,Torque [Nm]_rmean_10,Torque [Nm]_rstd_10,Torque [Nm]_rmax_10,Torque [Nm]_rmin_10,Torque [Nm]_rmean_20,Torque [Nm]_rstd_20,Torque [Nm]_rmax_20,Torque [Nm]_rmin_20,Tool wear [min]_rmean_5,Tool wear [min]_rstd_5,Tool wear [min]_rmax_5,Tool wear [min]_rmin_5,Tool wear [min]_rmean_10,Tool wear [min]_rstd_10,Tool wear [min]_rmax_10,Tool wear [min]_rmin_10,Tool wear [min]_rmean_20,Tool wear [min]_rstd_20,Tool wear [min]_rmax_20,Tool wear [min]_rmin_20,Air temperature [K]_roc,Process temperature [K]_roc,Rotational speed [rpm]_roc,Torque [Nm]_roc,Tool wear [min]_roc,power_kw,temp_diff,wear_torque,wear_speed,rul
-0.9523894433829584,-0.9473598877173782,0.06818514034143,0.2821997560241306,-1.6959837443286896,0,0,0,0,0,0,1,-0.9523894433829584,0.0,-0.9523894433829584,-0.9523894433829584,-0.9523894433829584,0.0,-0.9523894433829584,-0.9523894433829584,-0.9523894433829584,0.0,-0.9523894433829584,-0.9523894433829584,-0.9473598877173782,0.0,-0.9473598877173782,-0.9473598877173782,-0.9473598877173782,0.0,-0.9473598877173782,-0.9473598877173782,-0.9473598877173782,0.0,-0.9473598877173782,-0.9473598877173782,0.06818514034143,0.0,0.06818514034143,0.06818514034143,0.06818514034143,0.0,0.06818514034143,0.06818514034143,0.06818514034143,0.0,0.06818514034143,0.06818514034143,0.2821997560241306,0.0,0.2821997560241306,0.2821997560241306,0.2821997560241306,0.0,0.2821997560241306,0.2821997560241306,0.2821997560241306,0.0,0.2821997560241306,0.2821997560241306,-1.6959837443286896,0.0,-1.6959837443286896,-1.6959837443286896,-1.6959837443286896,0.0,-1.6959837443286896,-1.6959837443286896,-1.6959837443286896,0.0,-1.6959837443286896,-1.6959837443286896,0.0,0.0,0.0,0.0,0.0,2.0149997223892386e-06,0.005029555665580165,-0.4786061988704477,-0.11564088962383563,50
-0.9023934097553372,-0.8799590021118496,-0.7294715051501508,0.6333080199205777,-1.648851700781283,0,0,0,0,0,0,0,-0.9273914265691479,0.035352534410521635,-0.9023934097553372,-0.9523894433829584,-0.9273914265691479,0.035352534410521635,-0.9023934097553372,-0.9523894433829584,-0.9273914265691479,0.035352534410521635,-0.9023934097553372,-0.9523894433829584,-0.9136594449146139,0.04765962326964803,-0.8799590021118496,-0.9473598877173782,-0.9136594449146139,0.04765962326964803,-0.8799590021118496,-0.9473598877173782,-0.9136594449146139,0.04765962326964803,-0.8799590021118496,-0.9473598877173782,-0.3306431824043604,0.5640284230856107,0.06818514034143,-0.7294715051501508,-0.3306431824043604,0.5640284230856107,0.06818514034143,-0.7294715051501508,-0.3306431824043604,0.5640284230856107,0.06818514034143,-0.7294715051501508,0.45775388797235417,0.2482710343318136,0.6333080199205777,0.2821997560241306,0.45775388797235417,0.2482710343318136,0.6333080199205777,0.2821997560241306,0.45775388797235417,0.2482710343318136,0.6333080199205777,0.2821997560241306,-1.6724177225549863,0.033327387603550813,-1.648851700781283,-1.6959837443286896,-1.6724177225549863,0.033327387603550813,-1.648851700781283,-1.6959837443286896,-1.6724177225549863,0.033327387603550813,-1.648851700781283,-1.6959837443286896,0.04999603362762117,0.0674008856055286,-0.7976566454915808,0.3511082638964471,0.04713204354740652,-4.8378448650966527e-05,0.022434407643487586,-1.0442310057644713,1.2027903319383086,49
-0.9523894433829584,-1.0147607733229451,-0.2274498401554495,0.9442896250860024,-1.6174303384163455,0,0,0,0,0,0,0,-0.9357240988404181,0.028865223473320663,-0.9023934097553372,-0.9523894433829584,-0.9357240988404181,0.028865223473320663,-0.9023934097553372,-0.9523894433829584,-0.9357240988404181,0.028865223473320663,-0.9023934097553372,-0.9523894433829584,-0.9473598877173911,0.06740088560554774,-0.8799590021118496,-1.0147607733229451,-0.9473598877173911,0.06740088560554774,-0.8799590021118496,-1.0147607733229451,-0.9473598877173911,0.06740088560554774,-0.8799590021118496,-1.0147607733229451,-0.2962454016547234,0.40325383195416836,0.06818514034143,-0.7294715051501508,-0.2962454016547234,0.40325383195416836,0.06818514034143,-0.7294715051501508,-0.2962454016547234,0.40325383195416836,0.06818514034143,-0.7294715051501508,0.619932467010237,0.33124753242905014,0.9442896250860024,0.2821997560241306,0.619932467010237,0.33124753242905014,0.9442896250860024,0.2821997560241306,0.619932467010237,0.33124753242905014,0.9442896250860024,0.2821997560241306,-1.6540885945087727,0.03953768059765438,-1.6174303384163455,-1.6959837443286896,-1.6540885945087727,0.03953768059765438,-1.6174303384163455,-1.6959837443286896,-1.6540885945087727,0.03953768059765438,-1.6174303384163455,-1.6959837443286896,-0.04999603362762117,-0.1348017712110955,0.5020216649947014,0.3109816051654247,0.03142136236493753,-2.2491554468219106e-05,-0.06237132993998673,-1.527322687865897,0.3678842719353724,48
-0.9023934097553372,-0.9473598877173782,-0.5900210426516227,-0.0488451785068049,-1.5860089760514078,0,0,0,0,0,0,0,-0.9273914265691479,0.028865223473320687,-0.9023934097553372,-0.9523894433829584,-0.9273914265691479,0.028865223473320687,-0.9023934097553372,-0.9523894433829584,-0.9273914265691479,0.028865223473320687,-0.9023934097553372,-0.9523894433829584,-0.9473598877173878,0.055032592648430516,-0.8799590021118496,-1.0147607733229451,-0.9473598877173878,0.055032592648430516,-0.8799590021118496,-1.0147607733229451,-0.9473598877173878,0.055032592648430516,-0.8799590021118496,-1.0147607733229451,-0.36968931190394827,0.36053451124859764,0.06818514034143,-0.7294715051501508,-0.36968931190394827,0.36053451124859764,0.06818514034143,-0.7294715051501508,-0.36968931190394827,0.36053451124859764,0.06818514034143,-0.7294715051501508,0.45273805563097647,0.43007654738746137,0.9442896250860024,-0.0488451785068049,0.45273805563097647,0.43007654738746137,0.9442896250860024,-0.0488451785068049,0.45273805563097647,0.43007654738746137,0.9442896250860024,-0.0488451785068049,-1.6370686898944316,0.04691333218840731,-1.5860089760514078,-1.6959837443286896,-1.6370686898944316,0.04691333218840731,-1.5860089760514078,-1.6959837443286896,-1.6370686898944316,0.04691333218840731,-1.5860089760514078,-1.6959837443286896,0.04999603362762117,0.0674008856055669,-0.3625712024961732,-0.9931348035928074,0.031421362364937755,3.0179901622082937e-06,-0.04496647796204101,0.07746889154862587,0.9357786697046842,47
-0.9023934097553372,-0.8799590021118496,-0.7294715051501508,0.0013131449069732,-1.5545876136864702,0,0,0,0,0,0,0,-0.9223918232063857,0.027383955403634978,-0.9023934097553372,-0.9523894433829584,-0.9223918232063857,0.027383955403634978,-0.9023934097553372,-0.9523894433829584,-0.9223918232063857,0.027383955403634978,-0.9023934097553372,-0.9523894433829584,-0.93387971059628,0.05639162673915547,-0.8799590021118496,-1.0147607733229451,-0.93387971059628,0.05639162673915547,-0.8799590021118496,-1.0147607733229451,-0.93387971059628,0.05639162673915547,-0.8799590021118496,-1.0147607733229451,-0.4416457505531888,0.3512513283481764,0.06818514034143,-0.7294715051501508,-0.4416457505531888,0.3512513283481764,0.06818514034143,-0.7294715051501508,-0.4416457505531888,0.3512513283481764,0.06818514034143,-0.7294715051501508,0.36245307348617584,0.42365229547823097,0.9442896250860024,-0.0488451785068049,0.36245307348617584,0.42365229547823097,0.9442896250860024,-0.0488451785068049,0.36245307348617584,0.42365229547823097,0.9442896250860024,-0.0488451785068049,-1.6205724746528394,0.05487505024370908,-1.5545876136864702,-1.6959837443286896,-1.6205724746528394,0.05487505024370908,-1.5545876136864702,-1.6959837443286896,-1.6205724746528394,0.05487505024370908,-1.5545876136864702,-1.6959837443286896,0.0,0.0674008856055286,-0.1394504624985281,0.0501583234137781,0.03142136236493753,-1.003112410628372e-07,0.022434407643487586,-0.0020413988073560087,1.1340273664436507,46
-0.9523894433829584,-0.9473598877173782,-0.6346451906511517,0.1919147738793301,-1.5231662513215327,0,0,0,0,0,0,1,-0.9223918232063857,0.027383955403634978,-0.9023934097553372,-0.9523894433829584,-0.9273914265691477,0.027383955403634967,-0.9023934097553372,-0.9523894433829584,-0.9273914265691477,0.027383955403634967,-0.9023934097553372,-0.9523894433829584,-0.93387971059628,0.05639162673915547,-0.8799590021118496,-1.0147607733229451,-0.9361264067831297,0.05073754345222694,-0.8799590021118496,-1.0147607733229451,-0.9361264067831297,0.05073754345222694,-0.8799590021118496,-1.0147607733229451,-0.5822118167517052,0.20738679707284402,-0.2274498401554495,-0.7294715051501508,-0.4738123239028493,0.3238983284604002,0.06818514034143,-0.7294715051501508,-0.4738123239028493,0.3238983284604002,0.06818514034143,-0.7294715051501508,0.3443960770572157,0.42980737282090986,0.9442896250860024,-0.0488451785068049,0.3340300235517015,0.385269039213697,0.9442896250860024,-0.0488451785068049,0.3340300235517015,0.385269039213697,0.9442896250860024,-0.0488451785068049,-1.5860089760514078,0.04968153612934895,-1.5231662513215327,-1.648851700781283,-1.6043381040976215,0.06316918263951506,-1.5231662513215327,-1.6959837443286896,-1.6043381040976215,0.06316918263951506,-1.5231662513215327,-1.6959837443286896,-0.04999603362762117,-0.0674008856055286,0.09482631449899914,0.19060162897235688,0.03142136236493753,-1.2754634560433206e-05,0.005029555665580165,-0.29231810670299885,0.9666701359633542,45
-0.9523894433829584,-0.9473598877173782,0.1072312698410179,0.2420730972931082,-1.4760342077741262,0,0,0,0,0,0,0,-0.9323910299319099,0.027383955403634964,-0.9023934097553372,-0.9523894433829584,-0.9309625718282637,0.026724004076026733,-0.9023934097553372,-0.9523894433829584,-0.9309625718282637,0.026724004076026733,-0.9023934097553372,-0.9523894433829584,-0.9473598877173858,0.04765962326966157,-0.8799590021118496,-1.0147607733229451,-0.9377311897737367,0.046511029825559685,-0.8799590021118496,-1.0147607733229451,-0.9377311897737367,0.046511029825559685,-0.8799590021118496,-1.0147607733229451,-0.4148712617534714,0.3484498462792892,0.1072312698410179,-0.7294715051501508,-0.39080609622515394,0.368314190353613,0.1072312698410179,-0.7294715051501508,-0.39080609622515394,0.368314190353613,0.1072312698410179,-0.7294715051501508,0.2661490925317218,0.3985362089719419,0.9442896250860024,-0.0488451785068049,0.3208933198004739,0.3534141169298942,0.9442896250860024,-0.0488451785068049,0.3208933198004739,0.3534141169298942,0.9442896250860024,-0.0488451785068049,-1.5514454774499764,0.05487505024370924,-1.4760342077741262,-1.6174303384163455,-1.586008976051408,0.07534578006759995,-1.4760342077741262,-1.6959837443286896,-1.586008976051408,0.07534578006759995,-1.4760342077741262,-1.6959837443286896,0.0,0.0,0.7418764604921696,0.0501583234137781,0.04713204354740652,2.718295047665212e-06,0.005029555665580165,-0.3573081723864619,-0.15827702242840042,44
-0.9523894433829584,-0.9473598877173782,-0.0656873036571569,0.0213764742724847,-1.4446128454091889,0,0,0,0,0,0,0,-0.9323910299319099,0.027383955403634964,-0.9023934097553372,-0.9523894433829584,-0.9336409307726005,0.025875405682607655,-0.9023934097553372,-0.9523894433829584,-0.9336409307726005,0.025875405682607655,-0.9023934097553372,-0.9523894433829584,-0.9338797105962724,0.0301425923915298,-0.8799590021118496,-0.9473598877173782,-0.9389347770166919,0.043195201814691116,-0.8799590021118496,-1.0147607733229451,-0.9389347770166919,0.043195201814691116,-0.8799590021118496,-1.0147607733229451,-0.38251875445381284,0.376576156030674,0.1072312698410179,-0.7294715051501508,-0.35016624715415434,0.35984550405412835,0.1072312698410179,-0.7294715051501508,-0.35016624715415434,0.35984550405412835,0.1072312698410179,-0.7294715051501508,0.08156646236901825,0.12748505345184719,0.2420730972931082,-0.0488451785068049,0.28345371410947523,0.34390733312346955,0.9442896250860024,-0.0488451785068049,0.28345371410947523,0.34390733312346955,0.9442896250860024,-0.0488451785068049,-1.5168819788485453,0.05729554252111163,-1.4446128454091889,-1.5860089760514078,-1.5683344597211306,0.08582014164559375,-1.4446128454091889,-1.6959837443286896,-1.5683344597211306,0.08582014164559375,-1.4446128454091889,-1.6959837443286896,0.0,0.0,-0.1729185734981748,-0.22069662302062348,0.03142136236493731,-1.470436009691247e-07,0.005029555665580165,-0.030880729323590445,0.09489272264342286,43
-0.8523973761276875,-0.8799590021118496,0.7152352863346005,-1.1422966289271683,-1.4131914830442511,0,0,0,0,0,0,1,-0.92239182320638,0.044717811918701694,-0.8523973761276875,-0.9523894433829584,-0.924613869145388,0.03632127636011743,-0.8523973761276875,-0.9523894433829584,-0.924613869145388,0.03632127636011743,-0.8523973761276875,-0.9523894433829584,-0.9203995334751667,0.036916985441973256,-0.8799590021118496,-0.9473598877173782,-0.9323819131383763,0.04493392373702785,-0.8799590021118496,-1.0147607733229451,-0.9323819131383763,0.04493392373702785,-0.8799590021118496,-1.0147607733229451,-0.12146748865656817,0.5891744908665849,0.7152352863346005,-0.7294715051501508,-0.2317882989887371,0.4893084261957496,0.7152352863346005,-0.7294715051501508,-0.2317882989887371,0.4893084261957496,0.7152352863346005,-0.7294715051501508,-0.13712382771505444,0.5715584420447167,0.2420730972931082,-1.1422966289271683,0.12503700932762596,0.5738910116385699,0.9442896250860024,-1.1422966289271683,0.12503700932762596,0.5738910116385699,0.9442896250860024,-1.1422966289271683,-1.4823184802471139,0.05729554252111174,-1.4131914830442511,-1.5545876136864702,-1.5510963512014773,0.09549257086851906,-1.4131914830442511,-1.6959837443286896,-1.5510963512014773,0.09549257086851906,-1.4131914830442511,-1.6959837443286896,0.09999206725527088,0.0674008856055286,0.7809225899917575,-1.163673103199653,0.031421362364937755,-8.555717681961804e-05,-0.02756162598416212,1.6142838671100337,-1.0107644150207737,42
-0.7524053088724167,-0.677756345295187,1.1280086553302435,-1.2024866170237023,-1.3660594394968446,0,0,0,0,0,0,1,-0.892394203029796,0.0894356238374065,-0.7524053088724167,-0.9523894433829584,-0.9073930131180908,0.06432909341778312,-0.7524053088724167,-0.9523894433829584,-0.9073930131180908,0.06432909341778312,-0.7524053088724167,-0.9523894433829584,-0.8799590021118343,0.1167417583439466,-0.677756345295187,-0.9473598877173782,-0.9069193563540573,0.09098426105575756,-0.677756345295187,-1.0147607733229451,-0.9069193563540573,0.09098426105575756,-0.677756345295187,-1.0147607733229451,0.2500285434395107,0.6873830016365999,1.1280086553302435,-0.6346451906511517,-0.09580860355683904,0.6306544104558682,1.1280086553302435,-0.7294715051501508,-0.09580860355683904,0.6306544104558682,1.1280086553302435,-0.7294715051501508,-0.3778837801011895,0.7301921861366731,0.2420730972931082,-1.2024866170237023,-0.007715353307506856,0.6848271660779507,0.9442896250860024,-1.2024866170237023,-0.007715353307506856,0.6848271660779507,0.9442896250860024,-1.2024866170237023,-1.4446128454091887,0.05982449161212453,-1.3660594394968446,-1.5231662513215327,-1.532592660031014,0.10737547907149747,-1.3660594394968446,-1.6959837443286896,-1.532592660031014,0.10737547907149747,-1.3660594394968446,-1.6959837443286896,0.09999206725527077,0.2022026568166626,0.412773368995643,-0.060189988096533975,0.04713204354740652,-0.00014204347930497847,0.07464896357722972,1.6426681940538557,-1.5409268714480218,41
